Adresse,Inhaltstyp,Status-Code,Status,Indexierbarkeit,Indexierbarkeitsstatus,Titel 1,Länge von Titel 1,Pixelbreite von Titel 1,Meta Description 1,Länge von Meta Description 1,Pixelbreite von Meta Description 1,Meta Keywords 1,Länge der Meta Keywords 1,H1-1,Länge von H1-1,H2-1,Länge von H2-1,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical-Linkelement 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml-Linkelement,Größe (Bytes),Übertragen (Bytes),Total Transferred (bytes),CO₂ (mg),CO2-Bewertung,Wortanzahl,Sätze zählen,Durchschnittliche Wörter pro Satz,Flesch Reading Ease-Punktzahl,Lesbarkeit,Textanteil,Crawltiefe,Ordnertiefe,Link Score,Inlinks,Einzigartige Inlinks,Einzigartige JS-Inlinks,% von Gesamt,Outlinks,Einzigartige Outlinks,Einzigartige JS-Outlinks,Externe Outlinks,Einzigartige externe Outlinks,Einzigartige externe JS-Outlinks,Engste Ähnlichkeitsübereinstimmung,Anzahl der Nahduplikate,Rechtschreibfehler,Grammatikfehler,Hash,Antwortzeit,Last Modified,Umleitungs-URL,Umleitungs-Typ,Cookies,Language,HTTP-Version,Klicks,Impressionen,CTR,Position,Performance Score,First Contentful Paint-Zeit (ms),Speed Index-Zeit (ms),Largest Contentful Paint-Zeit (ms),Time to Interactive (ms),Total Blocking Time (ms),Cumulative Layout Shift,Größenersparnis insgesamt (Bytes),Zeitersparnis insgesamt (ms),Anfragen insgesamt,Gesamtgröße der Seite (Bytes),HTML-Größe (Bytes),HTML-Anzahl,Bild-Größe (Bytes),Bild-Anzahl,CSS-Größe (Bytes),CSS-Anzahl,JavaScript-Größe (Bytes),JavaScript-Anzahl,Schriftart-Größe (Bytes),Schriftart-Anzahl,Medien-Größe (Bytes),Medien-Anzahl,Andere-Größe (Bytes),Andere-Anzahl,Drittanbieter-Größe (Bytes),Drittanbieter-Anzahl,Core Web Vitals-Bewertung,CrUX Largest Contentful Paint-Zeit (ms),CrUX Interaction to Next Paint (ms),CrUX Cumulative Layout Shift,CrUX First Contentful Paint-Zeit (ms),CrUX First Input Delay-Zeit (ms),Ersparnis durch die Eliminierung von Render-Blocking-Ressourcen (ms),Ersparnis durch späteres Laden nicht sichtbarer Bilder (ms),Ersparnis durch die effiziente Komprimierung von Bildern (ms),Ersparnis durch die Speicherung von Bildern in der richtigen Größe (ms),Ersparnis durch die Minimierung von CSS (ms),Ersparnis durch die Minimierung von JavaScript (ms),Reduzieren Sie ungenutzte CSS-Einsparungen (ms),Reduzieren Sie ungenutzte JavaScript-Einsparungen (ms),Ersparnis durch die Bereitstellung von Bildern in Next-Gen-Formaten (ms),Ersparnis durch die Aktivierung der Textkomprimierung (ms),Ersparnis durch Vorabverbindung zu erforderlichen Quellen (ms),Server-Reaktionszeiten (TTFB) (ms),Ersparnis durch Vermeidung mehrfacher Seitenumleitungen (ms),Ersparnis durch Vorabladung wichtiger Anforderungen (ms),Ersparnis durch Verwendung von Videoformaten für animierte Inhalte (ms),Gesamteinsparung bei der Bildoptimierung (ms),Vermeiden Sie die Bereitstellung von altem JavaScript für moderne Browser-Einsparungen (ms),Bildelemente haben keine explizite Breite und Höhe,Vermeiden Sie große Layoutverschiebungen,Viewport,Tippziele,Inhaltsbreite,Schriftanzeigegröße,Alternativer Mobil-Link,Kodierte Adresse der URL,Crawlzeitstempel
https://tickets.campixx.de/seo-campixx2023/privacy/accept_cookie,text/html; charset=utf-8,302,Found,Nicht indexierbar,Umgeleitet,,0,0,,0,0,,,,0,,0,,,,,,,,,,0,0,0,"0,000",,0,,,,,"0,000",4,2,,3,3,0,"0,150",0,0,0,0,0,0,,,,,,"0,061",,https://tickets.campixx.de/,HTTP-Umleitung,,,1.1,0,125,"0,00%",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://tickets.campixx.de/seo-campixx2023/privacy/accept_cookie,2024-05-30 20:25:08
https://www.campixx.de/tools/coursera/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Coursera | Erfahrungen, Preise & Features | CAMPIXX",51,469,"Welche Vorteile bietet das Coursera E-Learning Tool? Erfahrungen, Preise und Features",85,552,,,Coursera,8,E-Learning Tool,15,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/coursera/,,,,,,933823,150297,150297,"46,202",,906,199,"4,553","41,605",Schwer,"0,766",3,2,1,7,2,0,"0,100",71,36,0,9,9,0,,,,,a630a94915777e30f13c7794f98b6abf,"0,103","Wed, 29 May 2024 08:16:03 GMT",,,,de-DE,1.1,0,125,"0,00%",47,34,"2879,003","7055,356","15111,709","27430,865","4536,847","0,001",1680924,6504,146,3868757,222231,3,178328,17,88508,3,2549183,74,553924,32,0,0,276583,17,2563360,54,,,,,,,1114,0,0,450,0,0,0,3740,450,750,0,0,0,,0,900,0,,,100,100,,,,https://www.campixx.de/tools/coursera/,2024-05-30 20:09:27
https://www.campixx.de/tools/junico/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Junico | Erfahrungen, Preise & Features | CAMPIXX",49,449,"Welche Vorteile bietet das Junico HR Tool? Erfahrungen, Preise und Features",75,487,,,Junico,6,HR Tool,7,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/junico/,,,,,,913169,146657,146657,"45,083",,751,181,"4,149","27,003",Sehr schwer,"0,693",3,2,1,7,2,0,"0,100",71,36,0,10,10,0,,,,,aebb3275ade455bf8f6cd43524397fc1,"0,097","Wed, 29 May 2024 07:01:49 GMT",,,,de-DE,1.1,0,125,"0,00%",48,37,"3775,005","5716,900","16568,240","18637,490","1587,000","0,000",1016484,8125,129,2776851,179028,2,173773,15,40111,2,1565251,66,588091,33,0,0,230597,11,1463246,36,,,,,,,2095,0,0,300,0,0,250,4130,300,1050,0,0,0,,0,600,0,,,100,100,,,,https://www.campixx.de/tools/junico/,2024-05-30 20:21:21
https://www.campixx.de/verzeichnis/seodeutschland/,text/html; charset=UTF-8,200,OK,Indexierbar,,SEODeutschland | SEO Agentur | CAMPIXX,38,375,"Wir von SEODeutschland sind eine Online Marketing Agentur mit dem Fokus auf die Suchmaschinenoptimierung (SEO). Wir verhelfen unseren Kunden durch individuelle Leistungen zu einer besseren Platzierung in den Suchergebnissen und zu einer höheren Sichtbarkeit. Unsere Leistungen reichen von dem Linkaufbau bis hin zu verschiedenen Onpage und Offpage Analysen. Dabei ist es uns ebenfalls sehr wichtig,",398,2615,,,SEODeutschland,14,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/seodeutschland/,,,,,,795659,129064,129064,"39,675",,345,121,"2,851","47,738",Schwer,"0,382",3,2,1,8,4,0,"0,200",74,38,0,10,9,0,,,,,f30a4e186e9c7e3947c4749802d15c5f,"0,107","Wed, 29 May 2024 08:22:50 GMT",,,,de-DE,1.1,0,125,"0,00%",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campixx.de/verzeichnis/seodeutschland/,2024-05-30 20:19:53
https://www.campixx.de/jung-janck-podcast/positionierung/,text/html; charset=UTF-8,200,OK,Indexierbar,,Positionierung mit Julia Reuter | Jung & Janck #22,50,446,Wolfgang und Marco haben Julia Reuter zu Gast und löchern sie mit wichtigen Fragen in Sachen Positionierung. Jung & Janck Podcast powered by Campixx,148,986,,,Positionierung mit Julia Reuter | Jung & Janck #22,50,Links/Empfehlungen,18,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/jung-janck-podcast/positionierung/,,,,,,806069,126916,126916,"39,014",,302,109,"2,771","47,149",Schwer,"0,319",2,2,1,17,7,0,"0,350",70,35,0,12,11,0,,,,,92ef88dc93d600941bef71f003391baf,"0,101","Wed, 29 May 2024 08:04:17 GMT",,,,de-DE,1.1,0,125,"0,00%",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campixx.de/jung-janck-podcast/positionierung/,2024-05-30 20:05:06
https://www.campixx.de/verzeichnis/themen/webdesign/germany/berlin/berlin-2/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Webdesign Agenturen in Berlin, Deutschland - CAMPIXX",52,493,"Hier findest du eine Übersicht von Webdesign Agenturen in Berlin, Deutschland. Kostenlos deine passende Webdesign Agentur finden!",129,849,,,Webdesign AGENTUREN in Berlin,29,Agentur-Verzeichnis,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/themen/webdesign/germany/berlin/berlin-2/,,,,,,787841,128080,128080,"39,372",,907,218,"4,161","40,408",Schwer,"1,001",3,6,1,10,4,0,"0,200",77,38,0,5,5,0,,,,,ea6cdc6073293702a859c9894ebd071d,"3,125","Wed, 29 May 2024 07:53:27 GMT",,,,de-DE,1.1,0,125,"0,00%",61,40,"2691,004","5401,559","12979,023","17848,113","1648,499","0,000",995309,4895,120,2746163,160604,2,117230,12,40110,2,1584239,67,613143,27,0,0,230837,10,1457133,33,,,,,,,1185,0,0,0,0,0,0,2810,0,900,0,0,0,,0,0,0,,,100,100,,,,https://www.campixx.de/verzeichnis/themen/webdesign/germany/berlin/berlin-2/,2024-05-30 20:18:58
https://www.campixx.de/magazin/beste-ai-chatbots/,text/html; charset=UTF-8,200,OK,Indexierbar,,Die 20 besten AI Chatbots | CAMPIXX,35,330,Übersicht der besten AI Chatbots. Nutze jetzt die Power der künstlichen Intelligenz.,84,526,,,Die 20 besten AI Chatbots,25,AI Chatbots - Deine Digitalen Superhelden!,42,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/magazin/beste-ai-chatbots/,,,,,,897859,143303,143303,"44,052",,4835,758,"6,379","46,138",Schwer,"3,989",2,2,2,9,3,0,"0,150",70,36,0,27,26,0,,,,,d349d38c98f8ee719446796682cc5a57,"3,143","Wed, 29 May 2024 08:01:50 GMT",,,,de-DE,1.1,0,125,"0,00%",6,42,"3026,004","4257,243","6901,013","17709,875","1702,398","0,001",1105931,2211,124,2761362,175540,2,276077,16,40110,2,1566369,67,472431,27,0,0,230835,10,1464599,32,,,,,,,1361,0,0,0,0,0,0,550,300,0,0,0,0,,0,300,0,,,100,100,,,,https://www.campixx.de/magazin/beste-ai-chatbots/,2024-05-30 19:55:54
https://www.campixx.de/wayne-podcast/speaker-fees-michelle-obama/,text/html; charset=UTF-8,200,OK,Indexierbar,,Speaker Fees & Michelle Obama | WAYNE #188,42,418,Wie viel verdienen eigentlich Speaker auf Konferenzen und Events und ist Michelle Obama XXX € wert für eine Stunde?,115,750,,,Speaker-Fees und Michelle Obama | WAYNE #188,44,Links/Empfehlungen,18,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/wayne-podcast/speaker-fees-michelle-obama/,,,,,,803976,126785,126785,"38,974",,310,107,"2,897","56,527",Relativ schwer,"0,315",2,2,1,13,5,0,"0,250",69,35,0,11,10,0,,,,,4725b963e8b866bff65164bdf9a5cbd8,"7,134","Wed, 29 May 2024 08:04:24 GMT",,,,de-DE,1.1,7,124,"5,60%",12,38,"3139,003","4671,640","16771,713","19643,113","2540,499","0,000",1209867,8325,132,3012329,284117,3,317791,16,47495,4,1627826,68,478152,28,0,0,256948,13,1764913,45,,,,,,,1585,0,0,600,0,0,300,4490,450,900,0,0,0,,0,1050,0,,,100,100,,,,https://www.campixx.de/wayne-podcast/speaker-fees-michelle-obama/,2024-05-30 20:05:16
https://campixx.de/speaker/tom-finette/,text/html; charset=UTF-8,301,Moved Permanently,Nicht indexierbar,Umgeleitet,,0,0,,0,0,,,,0,,0,,,,,,,,,,0,0,0,"0,000",,0,,,,,"0,000",4,2,,1,1,0,"0,050",0,0,0,0,0,0,,,,,,"3,635",,https://www.campixx.de/speaker/tom-finette/,HTTP-Umleitung,,,1.1,5,124,"4,00%",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://campixx.de/speaker/tom-finette/,2024-05-30 20:23:46
https://www.campixx.de/speaker/paul-lanzerstorfer/,text/html; charset=UTF-8,200,OK,Indexierbar,,PAUL LANZERSTORFER | Speaker @ CAMPIXX,38,411,"Paul Lanzerstorfer mag es, wenn etwas durchdacht ist und deshalb funktioniert. Beim Online Marketing ist er gelandet, weil er dort gleichzeitig neue,",149,938,,,PAUL LANZERSTORFER,18,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/paul-lanzerstorfer/,,,,,,766667,122689,122689,"37,715",,226,83,"2,723","47,599",Schwer,"0,263",2,2,1,6,2,0,"0,100",68,34,0,12,12,0,,,,,2e449846d4225e6349185ff8977e9291,"0,110","Thu, 30 May 2024 17:04:44 GMT",,,,de-DE,1.1,4,124,"3,20%",9,37,"2779,002","5884,372","11412,009","17782,395","2440,000","0,000",1061875,6183,117,2618929,155121,2,267341,14,40108,2,1568891,67,356330,21,0,0,231138,11,1467406,35,,,,,,,1154,0,0,0,0,0,0,3000,310,760,0,959,0,,0,310,0,,,100,100,,,,https://www.campixx.de/speaker/paul-lanzerstorfer/,2024-05-30 20:01:05
https://campixx.de/speaker/fabian-auler/,text/html; charset=UTF-8,301,Moved Permanently,Nicht indexierbar,Umgeleitet,,0,0,,0,0,,,,0,,0,,,,,,,,,,0,0,0,"0,000",,0,,,,,"0,000",3,2,,1,1,0,"0,050",0,0,0,0,0,0,,,,,,"0,529",,https://www.campixx.de/speaker/fabian-auler/,HTTP-Umleitung,,,1.1,2,124,"1,60%",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://campixx.de/speaker/fabian-auler/,2024-05-30 20:11:25
https://www.campixx.de/tools/link-research-tools/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Link Research Tools | Erfahrungen, Preise & Features | CAMPIXX",62,567,"Welche Vorteile bietet das Link Research Tool SEO Tool für die Suchmaschinenoptimierung. Erfahrungen, Preise und Features",121,795,,,Link Research Tools (LRT),25,SEO-Tool,8,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/link-research-tools/,,,,,,908256,137223,137223,"42,183",,2222,391,"5,683","47,058",Schwer,"1,858",3,2,1,49,23,0,"1,150",110,57,0,11,11,0,,,,,21d3873918b323e18b2ae96d1c1365f4,"3,118","Wed, 29 May 2024 08:15:04 GMT",,,,de-DE,1.1,1,124,"0,80%",10,34,"3007,001","6206,199","16139,328","27957,289","5226,449","0,001",1680613,6232,156,3924172,208642,3,172765,18,88507,3,2566254,79,611249,35,0,0,276755,18,2563164,56,,,,,,,1232,0,0,0,0,0,300,3550,100,900,0,0,0,,0,100,150,,,100,100,,,,https://www.campixx.de/tools/link-research-tools/,2024-05-30 20:12:08
https://www.campixx.de/speaker/alexander-ficker-siegl/,text/html; charset=UTF-8,200,OK,Indexierbar,,ALEXANDER FICKER-SIEGL | Speaker @ CAMPIXX,42,440,"Alexander ist jährlich auf vielen Online Marketing Konferenzen unterwegs, verfasst Fachbeiträge und hält Vorträge in den verschiedensten Medien.",144,928,,,ALEXANDER FICKER-SIEGL,22,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/alexander-ficker-siegl/,,,,,,780697,124550,124550,"38,287",,246,87,"2,828","44,394",Schwer,"0,283",2,2,1,7,3,0,"0,150",70,35,0,10,10,0,,,,,42dc5329bad583b04cd112f67cd83ed4,"7,138","Thu, 30 May 2024 17:03:23 GMT",,,,de-DE,1.1,0,124,"0,00%",31,36,"2822,008","6291,739","10239,022","17860,283","2576,500","0,000",1175631,5255,119,2737771,157053,2,381429,15,40110,2,1572009,69,356331,21,0,0,230839,10,1464627,34,,,,,,,1158,0,0,0,0,0,0,1650,310,1010,0,977,0,,0,310,150,,,100,100,,,,https://www.campixx.de/speaker/alexander-ficker-siegl/,2024-05-30 20:01:18
https://www.campixx.de/speaker/markus-hartmann/,text/html; charset=UTF-8,200,OK,Indexierbar,,MARKUS HARTMANN | Speaker @ CAMPIXX,35,396,"Markus Hartmann ist Seminarleiter, Berater, Trainer und Redner. Sein Wissen und seine Erkenntnisse teilt er gerne. Und eines ist sicher: Er inspiriert",150,931,,,MARKUS HARTMANN,15,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/markus-hartmann/,,,,,,766891,122906,122906,"37,782",,283,97,"2,918","49,322",Schwer,"0,314",2,2,1,6,2,0,"0,100",68,34,0,12,12,0,,,,,270cb7ea0365325b2d769f202bc6586c,"0,103","Thu, 30 May 2024 17:03:49 GMT",,,,de-DE,1.1,0,124,"0,00%",85,39,"2740,004","6385,873","9001,017","17063,176","1623,500","0,000",1089558,4701,115,2642709,155399,2,293642,14,40109,2,1566401,66,356331,21,0,0,230827,10,1464664,33,,,,,,,1240,0,0,0,0,0,0,1350,310,750,0,1051,0,,0,310,0,,,100,100,,,,https://www.campixx.de/speaker/markus-hartmann/,2024-05-30 20:01:18
https://www.campixx.de/marketing-events/webinale/,text/html; charset=UTF-8,200,OK,Indexierbar,,WEBINALE | Informationen & Recaps | CAMPIXX,43,426,Alle wichtigen Informationen und Recaps zur WEBINALE in Berlin. Das musst du wissen!,84,556,,,WEBINALE,8,EVENT-KALENDER,14,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/marketing-events/webinale/,,,,,,806483,126913,126913,"39,014",,445,133,"3,346","34,809",Schwer,"0,464",2,2,1,33,15,0,"0,750",72,38,0,9,9,0,,,,,d15f8b023f3edb6f27b177a8eb3703e5,"7,238","Wed, 29 May 2024 08:00:48 GMT",,,,de-DE,1.1,0,124,"0,00%",86,33,"2609,002","9287,697","10351,011","43508,020","10228,050","0,001",2856855,3296,183,5975638,277224,5,114723,17,185298,5,4485282,85,541835,33,0,0,371276,38,4728399,91,,,,,,,1046,0,0,0,0,0,0,2250,0,0,0,0,0,,0,0,0,,,100,100,,,,https://www.campixx.de/marketing-events/webinale/,2024-05-30 20:03:16
https://www.campixx.de/partner-aussteller/yellowtec/,text/html; charset=UTF-8,200,OK,Indexierbar,,YELLOWTEC | Partner @ CAMPIXX,29,305,Bei Yellowtec setzen wir auf Qualität. Nahezu alle Produkte stellen wir in Deutschland her. Hochwertige Materialien und echte deutsche Wertarbeit zei,149,949,,,YELLOWTEC,9,MARKETING-PARTNER,17,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/partner-aussteller/yellowtec/,,,,,,762451,122692,122692,"37,716",,264,90,"2,933","42,028",Schwer,"0,307",2,2,1,6,2,0,"0,100",69,34,0,12,12,0,,,,,ffd80e9085b799167f33d965597be768,"1,128","Wed, 29 May 2024 08:10:03 GMT",,,,de-DE,1.1,0,124,"0,00%",34,41,"2605,002","4076,757","12045,015","17514,490","2339,500","0,000",1046399,5502,117,2661016,154933,2,250411,13,40110,2,1566394,66,418345,24,0,0,230823,10,1464628,32,,,,,,,1082,0,0,0,0,0,0,3170,310,940,0,0,0,,0,310,0,,,100,100,,,,https://www.campixx.de/partner-aussteller/yellowtec/,2024-05-30 19:57:13
https://www.campixx.de/speaker/patrick-pape/,text/html; charset=UTF-8,200,OK,Indexierbar,,PATRICK PAPE | Speaker @ CAMPIXX,32,336,"Nachdem Patrick Pape 2010 sein Abitur in Bochum absolviert hat, kam er nach Köln und hat an der Hochschule Fresenius Media & Communication Manage",145,982,,,PATRICK PAPE,12,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/patrick-pape/,,,,,,767460,123185,123185,"37,868",,353,103,"3,427","47,338",Schwer,"0,378",2,2,1,6,2,0,"0,100",70,36,0,12,12,0,,,,,ffea747e1502b2a684e90602980a5232,"3,157","Thu, 30 May 2024 17:05:56 GMT",,,,de-DE,1.1,6,123,"4,90%",3,37,"2819,005","6085,060","11776,029","17114,705","2017,000","0,001",1172419,5837,115,2727914,155832,2,378431,14,40110,2,1566383,66,356330,21,0,0,230828,10,1464815,33,,,,,,,1294,0,0,0,0,0,0,2650,310,600,0,983,0,,0,310,0,,,100,100,,,,https://www.campixx.de/speaker/patrick-pape/,2024-05-30 20:01:40
https://www.campixx.de/speaker/steven-morell/,text/html; charset=UTF-8,200,OK,Indexierbar,,STEVEN MORELL | Speaker @ CAMPIXX,33,354,"Steven Morell ist ein “Growth-Hacker”, UX-Designer, Coder, Serienunternehmer und ein Silicon Valley-Urgestein. Er hat Startups auf der ganzen Welt",146,932,,,STEVEN MORELL,13,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/steven-morell/,,,,,,780527,124515,124515,"38,276",,256,89,"2,876","40,333",Schwer,"0,289",2,2,1,7,3,0,"0,150",70,35,0,12,12,0,,,,,5615486a47309b7b089d768227fffe9a,"7,164","Thu, 30 May 2024 17:05:37 GMT",,,,de-DE,1.1,3,123,"2,40%",19,41,"2756,001","4206,932","9901,007","17017,916","1836,000","0,000",1181804,4247,119,2744802,157028,2,388494,15,40110,2,1572013,69,356329,21,0,0,230828,10,1464831,34,,,,,,,1237,0,0,0,0,0,0,1650,310,900,0,0,0,,0,310,150,,,100,100,,,,https://www.campixx.de/speaker/steven-morell/,2024-05-30 20:01:46
https://www.campixx.de/verzeichnis/themen/seo-agenturen/germany/salzburg-1/salzburg-2/,text/html; charset=UTF-8,200,OK,Indexierbar,,"SEO Agenturen in Salzburg, Deutschland - CAMPIXX",48,458,"Hier findest du eine Übersicht von SEO Agenturen in Salzburg, Deutschland. Kostenlos deine passende SEO Agentur finden!",119,779,,,SEO AGENTUREN in Salzburg,25,Agentur-Verzeichnis,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/themen/seo-agenturen/germany/salzburg-1/salzburg-2/,,,,,,790069,128181,128181,"39,403",,919,234,"3,927","24,811",Sehr schwer,"1,069",3,6,1,7,2,0,"0,100",77,38,0,5,5,0,,,,,2be3e4b645d37fb07b4234555c963f6a,"0,106","Wed, 29 May 2024 08:04:31 GMT",,,,de-DE,1.1,0,123,"0,00%",23,41,"2744,004","4644,265","13819,724","17642,166","1601,000","0,000",994489,4673,121,2754277,160821,2,117228,12,40108,2,1581786,66,623199,28,0,0,231135,11,1465099,34,,,,,,,1223,0,0,0,0,0,0,2700,0,750,0,0,0,,0,0,0,,,100,100,,,,https://www.campixx.de/verzeichnis/themen/seo-agenturen/germany/salzburg-1/salzburg-2/,2024-05-30 20:18:37
https://www.campixx.de/verzeichnis/seo-kueche-internet-marketing-gmbh-co-kg/,text/html; charset=UTF-8,200,OK,Indexierbar,,SEO-Küche Internet Marketing GmbH & Co. KG | 360° Online-Marketing Agentur | CAMPIXX,84,798,"2009 gegründet, gehört die SEO-Küche Internet Marketing GmbH & Co. KG heute zu den führenden Agenturen für Online-Marketing in Deutschland (Sichtbarkeitsauswertung iBusiness). Unsere Kernkompetenzen liegen, neben der Suchmaschinenoptimierung, auf den Bereichen Suchmaschinenmarketing (SEA), Affiliate-Marketing und Social-Media-Marketing. Für einen Kundenkreis vieler zufriedener Unternehmen aus verschiedensten Branchen und Größen entwickeln wir innovative und vielfältige Online-Marketing-Lösungen und -Konzepte",513,3426,,,SEO-Küche Internet Marketing GmbH & Co. KG,42,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/seo-kueche-internet-marketing-gmbh-co-kg/,,,,,,805098,130647,130647,"40,161",,404,156,"2,590","46,314",Schwer,"0,442",4,2,1,9,4,0,"0,200",75,38,0,10,9,0,,,,,e265d4b5c2ca514f17f4491ad9a3ace6,"3,210","Thu, 30 May 2024 17:12:37 GMT",,,,de-DE,1.1,0,123,"0,00%",46,36,"2731,007","6237,134","13985,049","20127,551","3733,995","0,001",1018145,4188,170,3210940,162463,2,480769,50,44333,4,1664298,73,623199,28,0,0,235878,13,1872063,79,,,,,,,1038,0,0,0,0,0,0,2550,0,600,0,0,0,,0,0,0,,,100,0,,,,https://www.campixx.de/verzeichnis/seo-kueche-internet-marketing-gmbh-co-kg/,2024-05-30 20:27:34
https://www.campixx.de/tools/monday-com/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Monday.com | Erfahrungen, Preise & Features | CAMPIXX",53,506,"Welche Vorteile bietet das Monday.com Projektmanagement Tool? Erfahrungen, Preise und Features",94,641,,,Monday.com,10,Projektmanagement Tool,22,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/monday-com/,,,,,,878260,140608,140608,"43,223",,2059,396,"5,199","34,658",Schwer,"1,899",3,2,1,12,5,0,"0,250",74,39,0,10,9,0,,,,,6f6ff04cbeb48e7c547901696b0c7083,"7,135","Wed, 29 May 2024 07:02:45 GMT",,,,de-DE,1.1,0,123,"0,00%",59,33,"2866,007","7296,927","15544,732","28344,648","6262,342","0,001",1681572,5523,153,3922590,211939,3,173387,18,88506,3,2560587,76,611249,35,0,0,276922,18,2563423,56,,,,,,,1023,0,0,150,0,0,0,3450,150,750,0,0,0,,0,300,0,,,100,100,,,,https://www.campixx.de/tools/monday-com/,2024-05-30 20:20:54
https://www.campixx.de/tools/timetac/,text/html; charset=UTF-8,200,OK,Indexierbar,,"TimeTac | Erfahrungen, Preise & Features | CAMPIXX",50,467,"Welche Vorteile bietet das TimeTac Zeiterfassungstool? Erfahrungen, Preise und Features",87,571,,,TimeTac,7,Zeiterfassungstools,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/timetac/,,,,,,924812,148068,148068,"45,517",,1890,344,"5,494","44,950",Schwer,"1,539",3,2,1,7,2,0,"0,100",74,39,0,10,10,0,,,,,fd9b17c66405bf1593539d7d7fd0b7d9,"0,106","Wed, 29 May 2024 07:28:41 GMT",,,,de-DE,1.1,0,123,"0,00%",33,35,"2963,001","5849,280","15740,354","27648,383","5201,999","0,001",1682815,5581,153,3930312,219730,3,173369,18,88505,3,2560593,76,611249,35,0,0,276866,18,2563385,56,,,,,,,1261,0,0,0,0,0,0,3770,100,450,0,0,0,,0,100,0,,,100,100,,,,https://www.campixx.de/tools/timetac/,2024-05-30 20:10:04
